audio_path,asr_transcript,original_text,mutated_text,index_tags,mutated_tags
data/del_audio_4602.wav,will be from monitoring and verifying the application of the small business act and acting as a contact point for european smiz on commission,He will be responsible for monitoring and verifying the application of the Small Business Act and acting as a contact point for European SMEs on Commission policy.,will be for monitoring and verifying the application of the Small Business Act and acting as a contact point for European SMEs on Commission,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","['-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-']"
data/del_audio_18540.wav,my president ladies and i am one of those people who has one of the first petitions into being the subject of protecting sundays,"Mr President, ladies and gentlemen, I am one of those people who has brought one of the first citizens' initiative petitions into being, specifically, on the subject of protecting Sundays.","Mr President, ladies and I am one of those people who has one of the first petitions into being, the subject of protecting Sundays.","[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 20, 21, 22, 25, 26, 27, 28, 29]","['O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_17030.wav,one and a half palestinians there are living in collective hovel,One-and-a-half million Palestinians living there are living in a collective hovel.,One-and-a-half Palestinians there are living in collective hovel.,"[0, 2, 4, 5, 6, 7, 9, 10]","['O', '-', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O']"
data/del_audio_23079.wav,i therefore welcomed the gep and beyond measuring in a changing world which to encourage awareness of the use other gep indicators when in discussing politics,"I therefore welcome the 'GDP and beyond Measuring progress in a changing world' initiative, which aims to encourage and raise awareness of the use of other complementary GDP indicators when evaluating and discussing politics.",I therefore welcome the 'GDP and beyond Measuring in a changing world' which to encourage awareness of the use other GDP indicators when and discussing politics.,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 16, 17, 20, 21, 22, 23, 25, 27, 28, 29, 31, 32, 33]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_22733.wav,i say dialogo is always the first important step before moving on to negotiations,I say 'dialogue' because dialogue is always the first important step before moving on to negotiations.,I say 'dialogue' is always the first important step before moving on to negotiations.,"[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_19162.wav,programme is no match for the scale of the current crisis it lacks a european recovery plan a pact for employment and effective supervision the financial and more rubust,"His programme is no match for the scale of the current crisis: it lacks a European recovery plan, a pact for employment, regulation and effective supervision of the financial markets, and more robust and prompt instruments to correct the current imbalances.","His programme is no match for the scale of the current crisis: it lacks a European recovery plan, a pact for employment, and effective supervision the financial and more robust and instruments to correct the imbalances.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 30, 31, 32, 33, 35, 36, 37, 38, 40]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_20858.wav,you institutions need to as well parliament must as a solidarity and keep a close watch on resources are spent,"EU institutions need to as well. Indeed, Parliament must serve as a model, demonstrate solidarity and keep a very close watch on how resources are spent.",EU institutions need to as well. Parliament must as a solidarity and keep a close watch on resources are spent.,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 14, 15, 16, 17, 19, 20, 21, 23, 24, 25]","['O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_13005.wav,i confident of course even as the debate went on to day that the european parliament will be a institution which will help and pass on its to the new service that it will be really insix,"I am confident, of course, even as the debate went on today, that the European Parliament will be a European institution which will help, encourage and pass on its ideas to the new service so that it will be really effective and successfully create a more active, visible role for the European Union on the international stage.","I confident, of course, even as the debate went on today, that the European Parliament will be a institution which will help, and pass on its to the new service that it will be really and successfully create a more active, visible for Union on the international stage.","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 49, 52, 53, 54, 55, 56]","['O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_12773.wav,the amendments adopted by the european also insure information on his given public through specific communication including specialized and certified websits safeguarding patients interests,"The amendments adopted by the European Parliament also ensure that information on prescribed medicine is only given to the public through specific communication channels, including specialised and certified websites safeguarding patients' interests and aiming to limit advertisement opportunities for the pharmaceutical companies.",The amendments adopted by the European also ensure information on is given public through specific communication including specialised and certified websites safeguarding patients' interests and limit advertisement for the pharmaceutical companies.,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 14, 16, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 38, 39, 40, 41]","['O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', '-', '-', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_21741.wav,recent attacks christian communities in egypt nigeria and pekistan made european intervention necessary the youth strongly condemned the persecutions and its high representative,"Recent attacks against Christian communities in Egypt, Nigeria, Iraq and Pakistan have made European intervention necessary, and the EU has strongly condemned the persecutions and mobilised its High Representative for Foreign Affairs and Security Policy.","Recent attacks Christian communities in Egypt, Nigeria, and Pakistan made European intervention necessary, the EU strongly condemned the persecutions and its High Representative Foreign Affairs and Security Policy.","[0, 1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 30, 31, 32, 33, 34]","['O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O']"
