audio_path,asr_transcript,original_text,mutated_text,index_tags,mutated_tags
data/del_audio_12292.wav,a common agricultural policy cap is essential order in sure objective,A common agricultural policy (CAP) is thus essential in order to ensure this objective.,A common agricultural policy (CAP) is essential order ensure objective.,"[0, 1, 2, 3, 4, 5, 7, 9, 11, 13]","['O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', '-', 'O', '-', 'O']"
data/del_audio_5447.wav,in addition projects involving power must be carefully designed and constructed to ensure they do not create any disadvantage for downstream water users and countries,"In addition, any major energy projects involving hydroelectric power plants must be carefully designed and constructed to ensure that they do not create any disadvantage for downstream water users in neighbouring countries.","In addition, projects involving power must be carefully designed and constructed to ensure they do not create any disadvantage for downstream water users in countries.","[0, 1, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31]","['O', 'O', '-', '-', '-', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_2425.wav,form of discrimination is unfair especially for citizens in the country where i come from a member state of the european union which significant progress in terms of waving these,"This form of discrimination is extremely unfair, especially for citizens in the country where I come from, a Member State of the European Union, which has made significant technical progress in terms of waiving visas.","form of discrimination is unfair, especially for citizens in the country where I come from, a Member State of the European Union, which significant progress in terms of waiving visas.","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 29, 30, 31, 32, 33, 34]","['-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_15862.wav,in view of this it is good that the conference will take africa,"In view of this, it is good that the review conference will take place in Africa.","In view of this, it is good that the conference will take Africa.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 15]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', '-', 'O']"
data/del_audio_16400.wav,preferred approach is create a regulatory framework favouring pain european copyright,Our preferred approach is to create a regulatory framework favouring pan-European copyright licences.,preferred approach is create a regulatory framework favouring pan-European copyright,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]","['-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-']"
data/del_audio_14414.wav,i hope pray we get that political stability i am not sure that we will,"I hope and I pray that we get that political stability, but I am not so sure that we will.","I hope pray we get that political stability, I am not sure that we will.","[0, 1, 4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19]","['O', 'O', '-', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_11162.wav,into able to find solutions we have to use the approach in the future,"In order to be able to find solutions, we have to use the same approach in the future.","In to able to find solutions, we have to use the approach in the future.","[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17]","['O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_11915.wav,this is what we have done,This is what we have done.,This is what we have done.,"[0, 1, 2, 3, 4, 5]","['O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_21081.wav,the climate goals be achieved anywhere in the unless is produced more cleanly used more efficiently,The climate change goals cannot be achieved anywhere in the world unless energy is produced more cleanly and used more efficiently.,The climate goals be achieved anywhere in the unless is produced more cleanly used more efficiently.,"[0, 1, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 19, 20]","['O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_12506.wav,maclass is a point on the jaliner report i am not going to allow you to carry on,"Mr Claeys, this is not a point of order on the Fjellner report and I am not going to allow you to carry on.","Mr Claeys, is a point on the Fjellner report I am not going to allow you to carry on.","[0, 1, 3, 5, 6, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","['O', 'O', '-', 'O', '-', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_16484.wav,us retain our dignity,Let us retain our dignity.,us retain our dignity.,"[1, 2, 3, 4]","['-', 'O', 'O', 'O', 'O']"
data/del_audio_7805.wav,thismeans that if it is legitimate for the italian parliament to discuss because italy party to convention on human rights then it is also legitimate for the european to this as it will parta,"This means that if it is legitimate for the Italian Parliament to discuss this, because Italy is party to the Convention on Human Rights, then it is also legitimate for the European Parliament to discuss this, as it will be party to the Convention on Human Rights in future.","This means that if it is legitimate for the Italian Parliament to discuss because Italy party to Convention on Human Rights, then it is also legitimate for the European to this, as it will party Convention on Human Rights in future.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 40, 43, 44, 45, 46, 47, 48]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_9530.wav,it is the community method that drives europe not governmentalism,"It is the Community method that drives Europe forward, not governmentalism!",It is the Community method that drives Europe not governmentalism!,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O']"
data/del_audio_24200.wav,we were to see it,We would like to see it.,We would to see it.,"[0, 1, 3, 4, 5]","['O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_20752.wav,i hope the european institute for gender was set up jointly by the council and the european can make significant contribution this,"I hope that the European Institute for Gender Equality, which was set up jointly by the Council and the European Parliament, can make a significant contribution in this area.",I hope the European Institute for Gender was set up jointly by the Council and the European can make significant contribution this,"[0, 1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 25, 27]","['O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', '-', 'O', '-']"
data/del_audio_3449.wav,h latest attempt to redefine rights and introduce changes to meaning without to amend any treatise at onour level,It is the latest attempt to re-define fundamental rights and introduce changes to their meaning without needing to amend any treaties at UN or EU level.,the latest attempt to re-define rights and introduce changes to meaning without to amend any treaties at UN or level.,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25]","['-', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_4900.wav,addition we will have to progress a model where all receive aid one where aid is on a creagh,"In addition, we will have to progress from a model where not all farmers receive aid to one where aid is based on acreage.","addition, we will have to progress a model where all receive aid one where aid is on acreage.","[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 14, 15, 17, 18, 19, 20, 22, 23]","['-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O']"
data/del_audio_6869.wav,original idea behind telecommunications package was sensible but with the huge of our amendments criticizing the package could have slipped through,"The original idea behind the telecommunications package was perfectly sensible, but with the huge number of amendments, one or more amendments criticising the package could have slipped through.","original idea behind telecommunications package was sensible, but with the huge of or amendments criticising the package could have slipped through.","[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 15, 18, 20, 21, 22, 23, 24, 25, 26, 27]","['-', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_21080.wav,a draft resolution underlines the of the swedish presidency regarding new institutions no new legislation and new budgets,"The draft resolution underlines the conclusions of the Swedish Presidency regarding no new institutions, no new legislation and no new budgets.","The draft resolution underlines the of the Swedish Presidency regarding new institutions, no new legislation and new budgets.","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20]","['O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O']"
data/del_audio_2040.wav,order to ensure this amendment regulation is to come into force now takes officials have already been making preparations for implementation,"In order to ensure that this amendment regulation, which is due to come into force now, takes effect quickly, our officials have already been making preparations for its implementation.","order to ensure this amendment regulation, is to come into force now, takes officials have already been making preparations for implementation.","[1, 2, 3, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 25, 26, 28]","['-', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_20965.wav,madam ladies and gentlemen think it is paradoxical instead of defending jobs the european puts at risk concealing the possible consequences of its behind rhetoric of humanitarian aid,"Madam President, ladies and gentlemen, I think it is paradoxical that instead of defending our jobs, the European Union puts them at risk by concealing the possible consequences of its actions behind well-meaning rhetoric of humanitarian aid.","Madam ladies and gentlemen, think it is paradoxical instead of defending jobs, the European puts at risk concealing the possible consequences of its behind rhetoric of humanitarian aid.","[0, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 19, 21, 22, 24, 25, 26, 27, 28, 29, 31, 33, 34, 35, 36]","['O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_23364.wav,group has therefore worked hard to include provisions that benefit the safety and the security of employees users well as the environment,Our group has therefore worked hard to include provisions that benefit both the safety and the security of employees and users as well as the environment.,group has therefore worked hard include provisions that benefit the safety and the security of employees users well as the environment.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25]","['-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_2441.wav,europe is the ideas of it,Europe is eagerly awaiting the creative ideas of its citizens.,Europe is the ideas of its,"[0, 1, 4, 6, 7, 8]","['O', 'O', '-', '-', 'O', '-', 'O', 'O', 'O', '-']"
data/del_audio_14161.wav,in writing and colygyus can agree with much of this report,in writing. I and my British Conservative colleagues can agree with much of this report.,in writing. I and colleagues can agree with much of this report.,"[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14]","['O', 'O', 'O', 'O', '-', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_12818.wav,it is very to maintain bilateral relationships with this region's country's commerice in this case in with the participation the union in regional fisheries organizations such and dena,"It is very important to maintain bilateral relationships with this region's countries and Comoros, in this case, in connection with the participation of the European Union in regional fisheries organisations such as the Indian Ocean Tuna Commission.","It is very to maintain bilateral relationships with this region's countries Comoros, in this case, in with the participation the Union in regional fisheries organisations such Indian Ocean Tuna","[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 21, 23, 25, 26, 27, 28, 29, 30, 33, 34, 35]","['O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', '-']"
