audio_path,asr_transcript,original_text,mutated_text,index_tags,mutated_tags
data/del_audio_5481.wav,thecontamination of the food chain the directly affected was long,The contamination of the food chain in the areas directly affected was long term.,The contamination of the food chain the directly affected was long,"[0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12]","['O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', '-']"
data/del_audio_2045.wav,the portuguese the portuguese government initiative of minister mado has now opened up the possibility obligation the european union and other democratic to accept and gantonym abab,"The Portuguese Administration the Portuguese Government through the initiative of Minister Amado, has right now opened up the possibility and obligation for the European Union and other democratic countries to accept and receive Guantánamo Bay prisoners who have not been charged.","The Portuguese the Portuguese Government initiative of Minister Amado, has now opened up the possibility obligation the European Union and other democratic to accept and Guantánamo Bay prisoners not","[0, 1, 3, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 38]","['O', 'O', '-', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', '-', 'O', '-', '-']"
data/del_audio_4282.wav,there are on specific or specific problems which exist we that the integrated approach which want use is the most appropriate,"There are communications on specific dangers or specific problems which exist, but we consider that the integrated approach which we want to use is the most appropriate.","There are on specific or specific problems which exist, we that the integrated approach which want use is the most appropriate.","[0, 1, 3, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25, 26]","['O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_13461.wav,we have been able to work with commissioner and here i pay tribute to michael barner who seized that opportunity to with us to express as a political priority in the of the single market,We have been able to work with the Commissioner and here I pay tribute to Michel Barnier who seized that opportunity to work with us to express this as a political priority in the form of the Single Market Act.,We have been able to work with Commissioner and here I pay tribute to Michel Barnier who seized that opportunity to with us to express as a political priority in the of the Single Market Act.,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39]","['O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_17119.wav,r president merchastel merbariso ladies gentlemen merverhasted has out today,"Mr President, Mr Chastel, Mr Barroso, ladies and gentlemen, Mr Verhofstadt has worn himself out today!","Mr President, Mr Chastel, Mr Barroso, ladies gentlemen, Mr Verhofstadt has out today!","[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 15]","['O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O']"
data/del_audio_198.wav,the commission supports the idea setting up a common portal in order to facilitate access for citizens to documents,The Commission supports the idea of setting up a common portal in order to facilitate access for citizens to legislative documents.,The Commission supports the idea setting up a common portal in order to facilitate access for citizens to documents.,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]","['O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_20897.wav,the incidents of violent not typical of in conflict this is also a large scale even in peaceful democratic countries in the world,"Unfortunately, the huge incidence of violent acts is not only typical of countries in conflict. This is also evident on a large scale even in the most peaceful and democratic countries in the world.",the incidence of violent not typical of in conflict. This is also a large scale even in peaceful democratic countries in the world.,"[1, 3, 4, 5, 8, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 23, 24, 27, 29, 30, 31, 32, 33]","['-', 'O', '-', 'O', 'O', 'O', '-', '-', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_1166.wav,we can endorse,We can endorse the proposal.,We can endorse,"[0, 1, 2]","['O', 'O', 'O', '-', '-']"
data/del_audio_5911.wav,and resurgent are defining themselves into their competitors and shaping their spheres of influence,New and resurgent centres are defining themselves in relation to their competitors and shaping their spheres of influence.,and resurgent are defining themselves in to their competitors and shaping their spheres of influence.,"[1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]","['-', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_22133.wav,the opposition is checking the electoral roles in order to of this claim,The opposition is checking the electoral roles in order to produce evidence of this claim.,The opposition is checking the electoral roles in order to of this claim.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O']"
data/del_audio_6545.wav,is impossible to the human and environmental costs of the deepporter horizon disaster in terms,"It is impossible to quantify the human, social and environmental costs of the Deepwater Horizon disaster in financial terms.","is impossible to the human, and environmental costs of the Deepwater Horizon disaster in terms.","[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18]","['-', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_24210.wav,these are not figures meade to suit party political but from european of auditors,"These are not figures made up by me to suit party-political propaganda, but estimates from the European Court of Auditors.",These are not figures me to suit party-political but from European of Auditors.,"[0, 1, 2, 3, 7, 8, 9, 10, 12, 14, 16, 18, 19]","['O', 'O', 'O', 'O', '-', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', '-', 'O', '-', 'O', 'O']"
data/del_audio_19592.wav,on the contrary we need to call question this authoritarian logic in the states back control of their economic and financial resources wist introducing national and community and protectn,"On the contrary, we need to call into question this authoritarian logic and give the States back control of their economic and financial resources, whilst introducing national and Community preference and protection, which would enable the recovery of the internal market and a return to growth.","On the contrary, we need to call question this authoritarian logic and the States back control of their economic and financial resources, whilst introducing national and Community and protection, would enable the recovery of market and a return to growth.","[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45]","['O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_5566.wav,agriculture and rural are a further priority area for europe,Agriculture and rural development are a further priority area for Europe.,Agriculture and rural are a further priority area for Europe.,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10]","['O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_7715.wav,in lebanon i our readiness and principle to deploy a new election mission i have already decided that exploratory mission go there immediately,"In Lebanon, I reiterated our readiness in principle to deploy an EU election observation mission, and I have already decided that an exploratory mission should go there immediately.","In Lebanon, I our readiness in principle to deploy an EU election mission, I have already decided that exploratory mission go there immediately.","[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 22, 23, 25, 26, 27]","['O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_5946.wav,it is not possible mark reff zuberingdorf the debate is closed,"It is not possible, Mr Graefe zu Baringdorf, the debate is closed.","It is not possible, Mr Graefe zu Baringdorf, the debate is closed.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_3053.wav,i ready to man elements of the proposal at the earliest opportunity after it has adopted the commission,I stand ready to discuss the main elements of the proposal at the earliest opportunity after it is adopted by the Commission.,I ready to main elements of the proposal at the earliest opportunity after it is adopted the Commission.,"[0, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21]","['O', '-', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O']"
